"","Velocity","Sinuosity","Latency","rho_MeanHeading","rho_FinalPosition","rho_StartHeading","rho_StartPosition","Time","HeadingMean","StartHeading","FinalPosition","StartPosition","Dist_Actual","Dist_StrtLine","Dist_Diff"
"1",5.92051132130883,0.646274480958266,12.4071428571429,0.638855661412005,0.636196896582669,0.105044006750445,0.303040599251544,3.82857142857143,0.224576963356712,-0.958801559425993,0.334448997270745,1.3768436612838,20.7441086293611,12.2143473104807,8.52976131888049
