GS,Trial,Center_X,Center_Y,Beach_X,Beach_Y,AngleBeach,Date,Weather,Temp,hour,minutes,Dig,Dist_Actual,Dist_StrtLine,Sinuosity,Time,FinalPosition,HeadingMean,StartHeading,Velocity,Start_X,Start_Y,Start_X.T,Start_Y.T,StartLocation,End_X,End_Y,Latency,Animal,Dist_Diff,TOD,Smoky,Year,Latency2,GS.Trial,FinalPosition.Pan,FinalPosition.L,StartHeading.L
5,29,2129.805895,996.464088,2080.115025,70.40884,-1.62440356190374,2021-08-15,Cloudy,61,8,30,Jesse,25.83150821982757,10.476519631757558,0.4055713488582159,3.5,4.0888806516086,-2.21297841555417,-2.16886831461123,7.380430919950734,1925.709354,1143.246601,-135.635844702438,-211.668187979715,-2.1406730636034,1371.757844,1605.86028,0.6,4,15.354988588070011,08:30:00,Smoky,2021,-0.456758402495715,5.29,2.4644770897048596,2.5432509390890843,2.4186419646642996
5,29,2129.805895,996.464088,2080.115025,70.40884,-1.62440356190374,2021-08-15,Cloudy,61,8,30,Jesse,41.12457847765005,16.814897188443233,0.4088770708636349,6.033333333333333,1.24015352216917,1.28545477684638,2.94361434654894,6.816228476958572,1869.603244,1045.09356,-34.6175497940781,-262.434506840623,-1.70194843093727,2962.057625,659.943782,0.43333333333333335,5,24.309681289206814,08:30:00,Smoky,2021,-0.7621400520468967,5.29,-0.3842500397345716,0.8912072386510701,2.6938406964958794
5,2,1970.160588,1123.735035,1707.677319,2056.914495,1.84499013918475,2021-07-21,Sunny,61,12,15,Magdalena,13.545626503371533,13.116059911045275,0.9682874326839488,2.066666666666667,-4.28529335003859,1.81155879688733,2.10903675858815,6.554335404857193,2053.784023,975.262292,-165.569163139304,-40.2974752620298,-2.90284707705721,1267.4108880000001,530.266416,0.4,1,0.4295665923262586,12:15:00,Not Smoky,2021,-0.8362480242006186,5.2,-2.4403032108538327,1.6489456736228991,1.8592631085350835
5,2,1970.160588,1123.735035,1707.677319,2056.914495,1.84499013918475,2021-07-21,Sunny,61,12,15,Magdalena,15.709849252442863,12.968374318835547,0.825493237423585,1,-2.55463212149681,-2.4960903228552,-2.69120332346566,15.709849252442863,1948.93392,1073.063046,-43.0315110428512,34.1542231790933,2.47070338843828,2659.541539,531.621366,0.06666666666666667,2,2.741474933607316,12:15:00,Not Smoky,2021,-2.3025850929940455,5.2,-0.7096419823120611,2.903578405014915,2.940976973518729
5,2,1970.160588,1123.735035,1707.677319,2056.914495,1.84499013918475,2021-07-21,Sunny,61,12,15,Magdalena,17.82038496781106,10.988092430194316,0.6166024162801249,3.6666666666666665,1.01994330196201,1.13373875317745,0.0943574563437315,4.860104991221198,1852.572343,1246.473354,149.992763351675,79.9616236406829,0.489778147479592,1105.631693,1369.210022,2.1666666666666665,3,6.832292537616743,12:15:00,Not Smoky,2021,0.78845736036427,5.2,2.8649334411467646,0.6709970184439102,0.15541619370933457
5,2,1970.160588,1123.735035,1707.677319,2056.914495,1.84499013918475,2021-07-21,Sunny,61,12,15,Magdalena,12.054518956967552,11.315383118327427,0.938683920836766,1.8333333333333333,-0.856089974538001,-1.09718913544612,-1.47550548680634,6.575192158345938,1898.661986,1353.699991,240.734084352964,6.55985569781807,0.0272426433123529,2470.183546,1883.784756,0,4,0.7391358386401254,12:15:00,Not Smoky,2021,-3.4011973816621555,5.2,0.9889001646467525,1.2050362580561016,1.7252791368594051
5,2,1970.160588,1123.735035,1707.677319,2056.914495,1.84499013918475,2021-07-21,Sunny,61,12,15,Magdalena,22.236342655162634,13.611613460905877,0.6121336440975222,4.5,-2.18779298906415,-2.48695277532781,1.3896301887401,4.94140947892503,2076.158896,1379.330794,217.346410448569,-171.246521666197,-0.667317192619531,2827.174715,817.87219,0,5,8.624729194256757,12:15:00,Not Smoky,2021,-3.4011973816621555,5.2,-0.3428028498793971,2.536739272582251,1.1398565386870363
5,30.5,1820.743532,1170.350337,2514.540153,460.168165,-0.797068430211687,2021-08-15,Cloudy,61,10,52,Magdalena,18.92206458658477,13.08242719443673,0.691384765894511,4.433333333333334,2.52409187011168,2.26968292335857,-2.75761411812283,4.268134869154459,1588.664109,1186.009156,-173.379572564098,-155.066376142536,-2.41189392604416,1677.006811,2082.902718,0,1,5.83963739214804,10:52:00,Smoky,2021,-3.4011973816621555,5.30.5,1.727023439899989,2.175145586593576,3.0073877681758985
5,30.5,1820.743532,1170.350337,2514.540153,460.168165,-0.797068430211687,2021-08-15,Cloudy,61,10,52,Magdalena,17.995319217562248,14.636188720106475,0.8133330975214108,6.066666666666666,-1.21780360839911,-1.41114090617627,-2.94294099628563,2.9662614094882827,2007.683517,1112.355699,172.119089908817,93.193105525634,0.496251736339058,1407.642993,302.070976,0.5333333333333333,2,3.359130497455773,10:52:00,Smoky,2021,-0.5679840376059393,5.30.5,-2.0148720386107923,1.5667498919172065,3.0904706608408903
5,30.5,1820.743532,1170.350337,2514.540153,460.168165,-0.797068430211687,2021-08-15,Cloudy,61,10,52,Magdalena,21.454599485842152,11.137078466653177,0.5190998076660678,6.3,0.317336104405602,0.361579726129448,-2.29771618752495,3.405491981879707,1993.394415,1042.273706,212.264159955903,33.9981941756454,0.158820296378057,2689.006032,718.618826,0,3,10.317521019188975,10:52:00,Smoky,2021,-3.4011973816621555,5.30.5,-0.4797323258060856,0.03161017911249964,2.547489837578017
5,30.5,1820.743532,1170.350337,2514.540153,460.168165,-0.797068430211687,2021-08-15,Cloudy,61,10,52,Magdalena,27.865569724204928,11.049222616922815,0.39651881250879667,4.6,-0.215427321711999,-0.207447722610648,0.623507600329366,6.057732548740202,1928.947402,985.643592,207.7362749453,-51.6749378647202,-0.243804292541898,2337.311803,343.291462,0.16666666666666666,4,16.816347107282112,10:52:00,Smoky,2021,-1.6094379124341005,5.30.5,-1.012495751923686,0.5643736052300996,0.37373395027629996
5,30.5,1820.743532,1170.350337,2514.540153,460.168165,-0.797068430211687,2021-08-15,Cloudy,61,10,52,Magdalena,14.071990042188451,11.133910769075401,0.791210819201509,4.466666666666667,-0.378250325563291,-0.439454666884624,0.559421895452508,3.150445531833235,1941.900796,1001.911547,205.151553242055,-31.0410824392784,-0.150168972577007,2193.541137,277.363174,0.26666666666666666,5,2.9380792731130505,10:52:00,Smoky,2021,-1.2039728043259361,5.30.5,-1.1753187557749778,0.7271966090813917,0.30964824539944136
5,30,1815.015663,1161.519108,2556.091246,497.462829,-0.730640093159399,2021-08-15,Cloudy,63,10,11,Ada,12.490867307233648,10.670403512940243,0.8542564139449991,2.3666666666666667,0.163322728243297,0.377379691434586,1.14083739664655,5.277831256577597,1911.896565,914.633949,236.909740678044,-119.213949178151,-0.466207590080576,2601.577903,660.329303,0.4,1,1.8204637942934045,10:11:00,Smoky,2021,-0.8362480242006186,5.30,-0.5673173649161017,0.18562355527480356,0.8910637465934803
5,30,1815.015663,1161.519108,2556.091246,497.462829,-0.730640093159399,2021-08-15,Cloudy,63,10,11,Ada,22.14868462796554,11.929164156578427,0.5385947001799075,1.5333333333333334,3.42079832073607,-2.72261812491432,-2.41095256043039,14.44479432258622,1820.126587,1286.273672,-79.4481717589956,96.3213931954736,2.26049148468964,1037.93,1538.27,0.36666666666666664,2,10.219520471387114,10:11:00,Smoky,2021,-0.9162907318741551,5.30,2.690158227576672,3.071852037217969,2.6607262104834604
5,30,1815.015663,1161.519108,2556.091246,497.462829,-0.730640093159399,2021-08-15,Cloudy,63,10,11,Ada,12.89053323997252,8.713543145834084,0.6759645224616527,3.7333333333333334,0.075569122782958,0.152784776394508,0.7306400931594,3.4528214035640676,1992.195295,967.012702,261.757233938673,-26.6179347708832,-0.101341039569608,2495,639.13,0.4,3,4.176990094138436,10:11:00,Smoky,2021,-0.8362480242006186,5.30,-0.6550709703764406,0.2733771607351425,0.48086644310633364
5,30,1815.015663,1161.519108,2556.091246,497.462829,-0.730640093159399,2021-08-15,Cloudy,63,10,11,Ada,29.879187960871086,11.810279360090211,0.39526774876066273,6,0.91857706123976,1.16985685882935,2.3014364199543,4.979864660145181,2029.685542,996.423567,270.050760367173,20.3047145527537,0.0750473015796363,2766.06,1342.39,0.8,4,18.068908600780873,10:11:00,Smoky,2021,-0.1823215567939546,5.30,0.18793696808036184,0.5696307777216596,2.051662769901233
5,30,1815.015663,1161.519108,2556.091246,497.462829,-0.730640093159399,2021-08-15,Cloudy,63,10,11,Ada,13.900198147430663,10.067992118518331,0.7243056546197018,3.466666666666667,-0.382976658739598,-0.4290988191957,0.0148019109227124,4.009672542528076,1963.517177,932.093533,263.702464874142,-71.7621358633844,-0.265698810232806,2240.654217,296.296178,0.5333333333333333,5,3.8322060289123314,10:11:00,Smoky,2021,-0.5679840376059393,5.30,-1.1136167518989961,0.7319229422576985,0.23497173913035407
5,31,1935.277757,1192.553203,1250.106589,1864.266627,2.36611228484488,2021-08-16,Cloudy,63,9,38,Magdalena,27.413031895635218,11.40898172096758,0.4161882481442759,6.933333333333334,-0.0381373401245004,0.156092358352375,2.23796896881355,3.953802677255079,2016.530871,1327.431482,36.4011613249247,-153.196521288493,-1.33751156241714,1376.582055,1783.705715,0.03333333333333333,1,16.00405017466764,09:38:00,Smoky,2021,-2.70805020110221,5.31,2.3279749447203826,0.3870836236426012,1.9881953187604822
5,31,1935.277757,1192.553203,1250.106589,1864.266627,2.36611228484488,2021-08-16,Cloudy,63,9,38,Magdalena,17.921105696693672,13.24065549464364,0.7388302774803932,3.533333333333333,-5.38137783952133,0.944625907514462,0.702993124234307,5.072011046234058,1969.622976,1236.273016,6.08105657677987,-55.2633410845105,-1.46119945024136,1070.506026,1082.72424,0.6333333333333333,2,4.680450202050032,09:38:00,Smoky,2021,-0.40546510810816444,5.31,-3.015265554676447,0.5528611841401556,0.45321947418124076
5,31,1935.277757,1192.553203,1250.106589,1864.266627,2.36611228484488,2021-08-16,Cloudy,63,9,38,Magdalena,22.305671256877574,13.167013543586496,0.590298915103336,4.033333333333333,-4.54390681415216,1.83515740395863,-2.7647840817128,5.530331716581217,1867.719509,1247.505297,86.7120379044617,8.05431500933184,0.0926200190134297,1424.02721,456.368975,0.9666666666666667,3,9.138657713291078,09:38:00,Smoky,2021,0,5.31,-2.1777945293072762,1.3903322095093262,3.01455773176587
5,31,1935.277757,1192.553203,1250.106589,1864.266627,2.36611228484488,2021-08-16,Cloudy,63,9,38,Magdalena,22.65227279053915,9.969193249468837,0.4400968212616849,3.3333333333333335,-4.77470828045928,1.48388094042665,0.798877612261162,6.7956818371617445,1769.603141,1020.664619,-2.02645120360958,238.725066115379,1.57928476315957,1248.070169,573.840509,0.3333333333333333,4,12.683079541070313,09:38:00,Smoky,2021,-1.0033021088637848,5.31,-2.408595995614398,1.159530743202204,0.5491039622080951
5,31,1935.277757,1192.553203,1250.106589,1864.266627,2.36611228484488,2021-08-16,Cloudy,63,9,38,Magdalena,25.357295171208364,8.258786248634523,0.32569665624320465,9.2,-5.00146791264557,1.19806156309515,-0.795315958049561,2.756227736000909,1720.178925,1018.938949,32.0585605467057,274.557217015714,1.45455809380281,1201.287917,785.60815,0.4666666666666667,5,17.098508922573842,09:38:00,Smoky,2021,-0.6931471805599453,5.31,-2.6353556278006836,0.9327711110159189,1.0450896081026277
5,32,2104.243751,931.859511,2346.516465,16.987071,-1.31192267980128,2021-08-16,Cloudy,63,10,35,Magdalena,18.899243452894694,10.701449651610883,0.5662369331493955,2.1,-0.792743883139306,-0.806840537811037,-0.953969494092134,8.999639739473663,2019.148993,767.484763,137.114037103888,-124.337912352651,-0.736570950629104,1635.096816,138.212208,2.8333333333333335,1,8.197793801283812,10:35:00,Smoky,2021,1.0531499145913523,5.32,-2.1046665629405834,1.1416901666574066,1.203743144145201
5,32,2104.243751,931.859511,2346.516465,16.987071,-1.31192267980128,2021-08-16,Cloudy,63,10,35,Magdalena,14.106274797766943,8.048858408293293,0.5705870985561297,5.433333333333334,-1.33089919640291,-1.29322744290581,-1.70487468459632,2.5962468952945295,1879.853817,833.412938,37.7242237755193,-242.114545528564,-1.41622769020538,1403.263016,550.030061,0.23333333333333334,2,6.05741638947365,10:35:00,Smoky,2021,-1.3217558399823195,5.32,-2.6428218762041844,1.679845479921008,1.9546483346493826
5,32,2104.243751,931.859511,2346.516465,16.987071,-1.31192267980128,2021-08-16,Cloudy,63,10,35,Magdalena,20.65905479235217,10.016027795345481,0.4848250753007994,6.266666666666667,-0.554022373141285,-0.425267773058767,-0.917906702172161,3.2966576796306652,1948.654198,724.671928,160.4542065643,-203.443483916154,-0.902988766778298,1834.372473,44.208804,0.06666666666666667,3,10.643026997006688,10:35:00,Smoky,2021,-2.3025850929940455,5.32,-1.865945052942562,0.9029686566593851,1.1676803522252266
5,32,2104.243751,931.859511,2346.516465,16.987071,-1.31192267980128,2021-08-16,Cloudy,63,10,35,Magdalena,48.88689179786356,14.708686746225373,0.3008717921164333,14.3,1.29102861020128,1.55031044626565,-0.623366416990663,3.418663762088361,1997.989497,674.235753,221.83923074382,-168.663341844424,-0.650057655421229,2982.599391,913.504416,0.03333333333333333,4,34.17820505163819,10:35:00,Smoky,2021,-2.70805020110221,5.32,-0.020894069600000887,0.9420823266831757,0.8731400670437299
5,32,2104.243751,931.859511,2346.516465,16.987071,-1.31192267980128,2021-08-16,Cloudy,63,10,35,Magdalena,20.19441346192309,11.759227932362924,0.5823010385785726,6.166666666666667,-0.670224904963172,-0.770453118223718,-0.0854364835229958,3.2747697505821227,2134.948888,799.526156,135.784131956578,-4.19425709074991,-0.0308793363712729,1738.370011,93.158661,0.06666666666666667,5,8.435185529560167,10:35:00,Smoky,2021,-2.3025850929940455,5.32,-1.9821475847644496,1.0191711884812733,0.3352101335760622
5,33,2097.545619,937.62495,2631.22292,161.872525,-0.968204856817997,2021-08-17,Cloudy,59,9,44,Magdalena,16.520273954760363,10.602294032374386,0.6417747103594069,6.033333333333333,-1.37071632496493,-1.54422803986661,0.598723262300616,2.7381669538276845,2044.247394,700.966423,164.76742750152,-178.043966548973,-0.824107224602894,1453.718708,271.16276,0,1,5.917979922385976,09:44:00,Smoky,2021,-3.4011973816621555,5.33,-2.3389211817829265,1.7196626084830307,0.3489496122475497
5,33,2097.545619,937.62495,2631.22292,161.872525,-0.968204856817997,2021-08-17,Cloudy,59,9,44,Magdalena,13.43381332770359,11.339850664850736,0.8441274557139614,4.333333333333333,0.0217260191108337,0.140191788670975,-0.44008797207886,3.100110767931598,2095.229999,782.890358,126.168679319578,-89.6081492730674,-0.617555461730812,2623.580354,207.474622,0,2,2.093962662852853,09:44:00,Smoky,2021,-3.4011973816621555,5.33,-0.9464788377071632,0.32722026440726726,0.6898616221319269
5,33,2097.545619,937.62495,2631.22292,161.872525,-0.968204856817997,2021-08-17,Cloudy,59,9,44,Magdalena,18.594552796942022,11.362140903547711,0.6110467418940174,8.066666666666666,1.02770323964683,1.34155019279317,-1.0921603155371,2.3051098508605814,2285.154938,706.729339,296.560971298332,23.6987353522678,0.0797423939891157,3013.96014,992.214564,0,3,7.2324118933943105,09:44:00,Smoky,2021,-3.4011973816621555,5.33,0.059498382828837265,0.6787569561287334,1.3419339655901616
5,33,2097.545619,937.62495,2631.22292,161.872525,-0.968204856817997,2021-08-17,Cloudy,59,9,44,Magdalena,9.589728941662669,8.809209902676095,0.9186088528951427,2.8333333333333335,0.952349715193439,0.994107707087695,1.11500678134268,3.384610214704471,2369.603897,907.974129,178.625439379931,207.335067513013,0.859646309340056,2976.257003,923.691689,0,4,0.7805190389865739,09:44:00,Smoky,2021,-3.4011973816621555,5.33,-0.01585514162455757,0.6034034316753383,0.8652331312896093
5,33,2097.545619,937.62495,2631.22292,161.872525,-0.968204856817997,2021-08-17,Cloudy,59,9,44,Magdalena,14.504208896825364,11.026876205806754,0.7602535432470421,3,1.42716972342471,1.40422907275663,0.490632371733549,4.834736298941788,2214.802989,1015.005168,2.70785412279702,140.462295592426,1.55152055794472,2903.35977,1335.8262340000001,0,5,3.47733269101861,09:44:00,Smoky,2021,-3.4011973816621555,5.33,0.45896486660671415,1.0782234399066102,0.24085872168048272
5,6,2209.999192,964.868308,2229.167959,1959.076062,1.55151827126243,2021-07-30,Sunny,63,9,20,Ada,12.343286322314905,8.77209431157174,0.7106773741214316,3.2,-0.231112936859322,-0.0728628162992526,0.0192780555324602,3.8572769757234076,2388.278598,1277.593833,316.104083017874,-172.21791222073,-0.498852876870951,2443.880557,1879.330243,0,1,3.5711920107431645,09:20:00,Not Smoky,2021,-3.4011973816621555,5.6,1.3204053344031068,0.5800592203774233,0.23049559452060642
5,6,2209.999192,964.868308,2229.167959,1959.076062,1.55151827126243,2021-07-30,Sunny,63,9,20,Ada,11.991129349211887,9.379897433628436,0.7822363649379637,3,0.428523234536542,0.383104791453859,0.444190594958903,3.997043116403962,2107.838285,1126.677518,159.809801615725,105.261097597495,0.582442400622647,1877.89645,1730.551132,0,2,2.611231915583451,09:20:00,Not Smoky,2021,-3.4011973816621555,5.6,1.980041505798971,0.0795769510184412,0.1944169449058366
5,6,2209.999192,964.868308,2229.167959,1959.076062,1.55151827126243,2021-07-30,Sunny,63,9,20,Ada,12.6598386811438,10.218988933803889,0.8071974052105866,1.9333333333333333,0.463491490906042,0.552601011938295,1.59007438232736,6.548192421281276,2144.907982,1247.41057,281.235006901511,70.5256430558985,0.245704376287075,1787.008876,1853.619065,0,3,2.440849747339911,09:20:00,Not Smoky,2021,-3.4011973816621555,5.6,2.015009762168471,0.11454520738794116,1.3403007322742955
5,6,2209.999192,964.868308,2229.167959,1959.076062,1.55151827126243,2021-07-30,Sunny,63,9,20,Ada,37.07358590262796,15.935264971804068,0.42982799165037056,4.7,-4.61075697492425,2.00739598814808,0.0192780555324698,7.887997000559141,2358.843195,1339.258218,377.189587605445,-141.599282981612,-0.359126681020626,1355.292899,894.320307,1.1333333333333333,4,21.138320930823895,09:20:00,Not Smoky,2021,0.15415067982725836,5.6,-3.0592387036618187,1.3234820487372367,0.23049559452059665
5,6,2209.999192,964.868308,2229.167959,1959.076062,1.55151827126243,2021-07-30,Sunny,63,9,20,Ada,16.347800538471095,10.399253678160264,0.636125554241246,3.2,0.193292416734905,0.557062127700808,1.59007438232736,5.108687668272217,2411.860947,1288.768809,327.731576203602,-195.580460779786,-0.538041313658665,2044.9,1904.04,1.3333333333333333,5,5.948546860310831,09:20:00,Not Smoky,2021,0.31237468504215243,5.6,1.7448106879973342,0.15565386678319548,1.3403007322742955
5,7,1777.477046,1167.495646,1377.842979,267.351539,-1.98862169850521,2021-07-30,Sunny,63,9,43,Ada,13.411029067586547,11.62329905193418,0.8666970292404201,2.6333333333333333,1.35081130330566,1.23741719813878,0.417825371710313,5.092795848450588,1987.158368,1124.864238,-46.119222176387,208.941884478855,1.78804045109472,2572.375627,578.359779,0,1,1.7877300156523663,09:43:00,Not Smoky,2021,-3.4011973816621555,5.7,-0.6378103951995469,1.0018650197875623,0.16805172165724702
5,7,1777.477046,1167.495646,1377.842979,267.351539,-1.98862169850521,2021-07-30,Sunny,63,9,43,Ada,14.253472665339686,9.09155227548035,0.6378482275121886,1.8666666666666667,1.38597585442793,1.48274673803633,-0.065606265116783,7.6357889278605455,1980.35,954.46,112.388394784791,271.864802151771,1.1787934797354,2528.212509,650.968571,2.1,2,5.161920389859336,09:43:00,Not Smoky,2021,0.7576857016975165,5.7,-0.60264584407728,1.0370295709098283,0.3153799151698493
5,7,1777.477046,1167.495646,1377.842979,267.351539,-1.98862169850521,2021-07-30,Sunny,63,9,43,Ada,12.429112939227672,9.615596649590211,0.773634988804576,2.933333333333333,0.575184696945567,0.449477781025032,-2.72376728187948,4.237197592918525,1888.944924,994.944976,112.475989890732,171.895239146905,0.991384093598093,1909.908225,332.869004,0,3,2.8135162896374606,09:43:00,Not Smoky,2021,-3.4011973816621555,5.7,-1.4134370015596422,0.22623841342746598,2.9735409319325457
5,7,1777.477046,1167.495646,1377.842979,267.351539,-1.98862169850521,2021-07-30,Sunny,63,9,43,Ada,15.423067287746319,12.210290231619304,0.7916901355491344,2.566666666666667,-0.0583427434925325,-0.219759631815614,1.06454615405233,6.008987254966097,1844.431795,1002.389299,123.734340122325,128.190706791991,0.803085574783962,1343.729689,326.49262,1.2666666666666666,4,3.212777056127015,09:43:00,Not Smoky,2021,0.26236426446749106,5.7,-2.046964441997742,0.4072890270106333,0.8147725039992668
5,7,1777.477046,1167.495646,1377.842979,267.351539,-1.98862169850521,2021-07-30,Sunny,63,9,43,Ada,35.869208587005886,11.943266117223734,0.3329670931616357,5.7,0.601731479967584,0.325838715263603,0.0390859943034954,6.292843611755418,2004.742099,1171.278038,-95.6752242095848,206.179441935369,2.00526324887516,1929.165998,351.998155,0,5,23.92594246978215,09:43:00,Not Smoky,2021,-3.4011973816621555,5.7,-1.3868902185376257,0.2527851964494827,0.21068765574957116
5,8,2232.692617,967.203532,2291.900128,1960.848344,1.51128050503249,2021-07-30,Sunny,63,10,9,Magdalena,21.56460129505579,13.332611156353,0.6182637450111274,4.033333333333333,1.52734179722392,1.31345389070323,2.65624455990011,5.346595362410527,2146.28,780.14,-191.872210121942,75.1329512532627,2.76836757148127,1273.533508,1066.319034,2.6,1,8.231990138702791,10:09:00,Not Smoky,2021,0.9682504708048661,5.8,3.0386223022564067,1.1783955137058184,2.4064709098470463
5,8,2232.692617,967.203532,2291.900128,1960.848344,1.51128050503249,2021-07-30,Sunny,63,10,9,Magdalena,17.384089064961557,13.788098895698104,0.7931447454148552,3.3666666666666667,0.862499217118837,0.633958848702738,2.97173764863491,5.1635908113747195,2039.972914,854.145485,-124.320974166779,185.653713396973,2.1608539043112,1523.857217,1651.537205,0.03333333333333333,2,3.5959901692634535,10:09:00,Not Smoky,2021,-2.70805020110221,5.8,2.373779722151325,0.513552933600737,2.721963998581842
5,8,2232.692617,967.203532,2291.900128,1960.848344,1.51128050503249,2021-07-30,Sunny,63,10,9,Magdalena,23.04948895541389,11.053263302870269,0.4795448317423136,9.2,0.807763393295832,0.64064330943607,0.430619025062339,2.5053792342841184,1983.750366,1049.195652,67.0396918802222,253.378435916805,1.31214003383786,1565.741312,1685.646755,0.23333333333333334,3,11.99622565254362,10:09:00,Not Smoky,2021,-1.3217558399823195,5.8,2.319043898328319,0.4588171097777307,0.1808453750092731
5,8,2232.692617,967.203532,2291.900128,1960.848344,1.51128050503249,2021-07-30,Sunny,63,10,9,Magdalena,25.053911904525258,15.447051510699783,0.6165524796911944,6.4,0.789476506797176,0.93026237939764,2.14918809588074,3.9146737350820713,2394.174963,1010.667224,52.9918193947362,-158.611183934709,-1.24835693594728,1580.317401,1696.239236,0,4,9.606860393825475,10:09:00,Not Smoky,2021,-3.4011973816621555,5.8,2.300757011829663,0.4405302232790751,1.8994144458276772
5,8,2232.692617,967.203532,2291.900128,1960.848344,1.51128050503249,2021-07-30,Sunny,63,10,9,Magdalena,22.952162009391326,15.607142151848413,0.6799857087738596,6.5,0.0355283823830164,0.186454285812389,2.97173759251261,3.5311018475986655,2392.06759,870.275679,-87.276504230745,-164.858128447466,-2.05768926439724,2255.954826,1936.783769,0.03333333333333333,5,7.345019857542914,10:09:00,Not Smoky,2021,-2.70805020110221,5.8,1.5468088874155037,0.31341790113508416,2.721963942459542
5,9,1908.204956,1199.009664,2008.509945,214.473796,-1.46926615945354,2021-08-04,Cloudy,59,8,58,Magdalena,12.808896928964224,9.969247239776962,0.7783064611312407,4.2,0.0690165958268976,0.221550172452327,-0.101530167341334,3.0497373640391006,1823.211351,1077.697368,112.072969922162,-96.8516157041982,-0.712670924607917,2041.253409,426.459166,0.03333333333333333,1,2.8396496891872616,08:58:00,Not Smoky,2021,-2.70805020110221,5.9,-1.4002495636266474,0.27992968769120363,0.35130381739440075
5,9,1908.204956,1199.009664,2008.509945,214.473796,-1.46926615945354,2021-08-04,Cloudy,59,8,58,Magdalena,18.08095150398757,11.122428937310078,0.6151462180990386,6.266666666666667,-0.639085524601538,-0.570825119108809,-0.101530167341349,2.885258218721421,1782.047176,1089.440487,96.2180963862004,-136.613571546906,-0.957184616841369,1435.522099,406.065883,0.16666666666666666,2,6.958522566677493,08:58:00,Not Smoky,2021,-1.6094379124341005,5.9,-2.108351684055083,0.9880318081196391,0.35130381739441585
5,9,1908.204956,1199.009664,2008.509945,214.473796,-1.46926615945354,2021-08-04,Cloudy,59,8,58,Magdalena,15.819192610091841,12.877008451222041,0.81401173679415,5,-1.19855455886191,-1.23763939918888,-1.09908016510701,3.1638385220183682,1890.720596,1151.091863,45.8988940793655,-22.251067830025,-0.451401203015591,1086.134843,777.517683,0.5333333333333333,3,2.9421841588698,08:58:00,Not Smoky,2021,-0.5679840376059393,5.9,-2.6678207183154528,1.5475008423800087,1.3488538151600755
5,9,1908.204956,1199.009664,2008.509945,214.473796,-1.46926615945354,2021-08-04,Cloudy,59,8,58,Magdalena,15.506536544123888,11.828761120251212,0.7628241862128556,5.066666666666666,0.13901730146375,0.186690817675853,0.597887133440361,3.060500633708662,1905.539699,1046.87168,151.084370375411,-18.0716019966674,-0.11904705773639,2137.164147,265.613992,0.03333333333333333,4,3.677775423872676,08:58:00,Not Smoky,2021,-2.70805020110221,5.9,-1.3302488579897946,0.2099289820543504,0.3481134833872952
5,9,1908.204956,1199.009664,2008.509945,214.473796,-1.46926615945354,2021-08-04,Cloudy,59,8,58,Magdalena,18.49116047263022,11.60985089221742,0.6278595066762737,5.1,0.613788976442072,0.674273421798448,0.409614010740163,3.625717739731416,1976.342079,1046.87168,158.260603803786,52.3661626430902,0.319546023507592,2536.426788,475.934969,0.5333333333333333,5,6.8813095804128,08:58:00,Not Smoky,2021,-0.5679840376059393,5.9,-0.8554771830114731,0.26484269292397133,0.15984036068709706
10,10,2191.181004,1159.878092,1567.061626,1896.548253,2.27367241206044,2021-08-10,Sunny,61,8,55,Ada,17.730460494168586,11.484442575836193,0.647723874944666,5.6,-5.39082685421404,1.15856949533498,-0.0229907598798722,3.166153659672962,1989.2373,1363.138298,285.624125691857,22.6898600957389,0.0792731031461154,1231.269231,1136.414894,12.2,1,6.246017918332393,08:55:00,Not Smoky,2021,2.5041644663924147,10.10,-3.117154442153607,0.54341216944744275,0.2727644099329387
10,10,2191.181004,1159.878092,1567.061626,1896.548253,2.27367241206044,2021-08-10,Sunny,61,8,55,Ada,17.74026325008476,15.03557967402208,0.8475398285845754,3.3333333333333335,-4.9653799719385,1.33182940103271,1.30455104987585,5.322078975025428,2250.47,1204.64,-4.17256462161476,-74.1714443634942,-1.62699276946622,1324.157475,741.180851,0.5666666666666667,2,2.7046835760626795,08:55:00,Not Smoky,2021,-0.5108256237659907,10.10,-2.69170755987806,0.9688590517229896,1.0547773998227798
10,10,2191.181004,1159.878092,1567.061626,1896.548253,2.27367241206044,2021-08-10,Sunny,61,8,55,Ada,19.613310038521195,10.524019479348118,0.5365753898081758,5.3,-0.465388288899854,-0.553699767638936,-0.656267273436154,3.700624535570037,2082.125544,1338.62766,206.878514123583,-32.3385499059053,-0.155061772746462,1974.375181,2055.56383,0.7333333333333333,3,9.089290559173078,08:55:00,Not Smoky,2021,-0.2657031657330058,10.10,1.8082841231605815,0.8143345724179545,0.9060409234892202
10,10,2191.181004,1159.878092,1567.061626,1896.548253,2.27367241206044,2021-08-10,Sunny,61,8,55,Ada,12.805051674578975,10.970140566692494,0.8567041231446798,2.8333333333333335,-5.19371762533998,1.07618584278943,-1.58410980007327,4.519430002792579,1996.66836,1105.776596,84.4571513205479,183.382469544193,1.1392021387172,1257.277939,949.521277,0,4,1.8349111078864802,08:55:00,Not Smoky,2021,-3.4011973816621555,10.10,-2.9200452132795487,0.7405213983215013,1.833883450126331
